time	q
0.000000000000000e+00	5.000000000000000e-03
2.957966578713840e-03	5.000000000000000e-03
5.915933157427680e-03	5.000000000000000e-03
8.873899736141520e-03	5.000000000000000e-03
1.183186631485536e-02	5.000000000000000e-03
1.478983289356920e-02	5.000000000000000e-03
1.774779947228304e-02	5.000000000000000e-03
2.070576605099688e-02	5.000000000000000e-03
2.366373262971072e-02	5.000000000000000e-03
2.662169920842456e-02	5.000000000000000e-03
2.957966578713840e-02	5.000000000000000e-03
3.253763236585224e-02	5.000000000000000e-03
3.549559894456608e-02	5.000000000000000e-03
3.845356552327992e-02	5.000000000000000e-03
4.141153210199376e-02	5.000000000000000e-03
4.436949868070760e-02	5.000000000000000e-03
4.732746525942144e-02	5.000000000000000e-03
5.028543183813528e-02	5.000000000000000e-03
5.324339841684912e-02	5.000000000000000e-03
5.620136499556296e-02	5.000000000000000e-03
5.915933157427680e-02	5.000000000000000e-03
6.211729815299064e-02	5.000000000000000e-03
6.507526473170448e-02	5.000000000000000e-03
6.803323131041833e-02	5.000000000000000e-03
7.099119788913216e-02	5.000000000000000e-03
7.394916446784600e-02	5.000000000000000e-03
7.690713104655983e-02	5.000000000000000e-03
7.986509762527366e-02	5.000000000000000e-03
8.282306420398750e-02	5.000000000000000e-03
8.578103078270133e-02	5.000000000000000e-03
8.873899736141516e-02	5.000000000000000e-03
9.169696394012899e-02	5.002999997452337e-03
9.465493051884283e-02	5.561409982799056e-03
9.761289709755666e-02	1.323075049937574e-02
1.005708636762700e-01	5.410729581903318e-02
1.035288302549840e-01	1.752259897970010e-01
1.064867968336980e-01	3.798115406171770e-01
1.094447634124120e-01	5.647552393864400e-01
1.124027299911260e-01	6.973429592566220e-01
1.153606965698400e-01	7.851205782159170e-01
1.183186631485530e-01	8.427259105670540e-01
1.212766297272670e-01	8.812551326943650e-01
1.242345963059810e-01	9.077518589036270e-01
1.271925628846950e-01	9.265097590589439e-01
1.301505294634090e-01	9.401570036703770e-01
1.331084960421230e-01	9.503350422889790e-01
1.360664626208360e-01	9.580953859388540e-01
