time	force
0.000000000000000e+00	5.007355690000000e+00
1.910359947900000e-03	5.007355690000000e+00
3.820719895900000e-03	5.007355690000000e+00
5.731079727400000e-03	5.007355690000000e+00
7.641439791800000e-03	5.007355690000000e+00
9.551799856100000e-03	5.007355690000000e+00
1.146215945500000e-02	5.007355690000000e+00
1.337251905400000e-02	5.007355690000000e+00
1.528287958400000e-02	5.007355690000000e+00
1.719323918200000e-02	5.007355690000000e+00
1.910359971200000e-02	5.007355690000000e+00
2.101395838000000e-02	5.007355690000000e+00
2.292431891000000e-02	5.007355690000000e+00
2.483467944000000e-02	5.007355690000000e+00
2.674503810700000e-02	5.007355690000000e+00
2.865539863700000e-02	5.007355690000000e+00
3.056575916700000e-02	5.007355690000000e+00
3.247611597200000e-02	5.007355690000000e+00
3.438647836400000e-02	5.007355690000000e+00
3.629683703200000e-02	5.007355690000000e+00
3.820719942500000e-02	5.007355690000000e+00
4.011755809200000e-02	5.007355690000000e+00
4.202791675900000e-02	5.007355690000000e+00
4.393827915200000e-02	5.007355690000000e+00
4.584863781900000e-02	5.007355690000000e+00
4.775899648700000e-02	5.007355690000000e+00
4.966935887900000e-02	5.007355690000000e+00
5.157971754700000e-02	5.007355690000000e+00
5.349007621400000e-02	5.007355690000000e+00
5.540043860700000e-02	5.007355690000000e+00
5.731079727400000e-02	5.007355690000000e+00
5.922115594100000e-02	5.007355690000000e+00
6.113151833400000e-02	5.007355690000000e+00
6.304187327600000e-02	5.007355690000000e+00
6.495223194400000e-02	5.007355690000000e+00
6.686259806200000e-02	5.007355690000000e+00
6.877295672900000e-02	5.007355690000000e+00
7.068331539599999e-02	5.007355690000000e+00
7.259367406400000e-02	5.007355690000000e+00
7.450403273099999e-02	5.007355690000000e+00
7.641439884900000e-02	5.007355690000000e+00
7.832475751600000e-02	5.007355690000000e+00
8.023511618400000e-02	5.007355690000000e+00
8.214547485100000e-02	5.007355690000000e+00
8.405583351900001e-02	5.007355690000000e+00
8.596619218600000e-02	5.007355690000000e+00
8.787655830400000e-02	5.007355690000000e+00
8.978691697100000e-02	5.007355690000000e+00
9.169727563900000e-02	5.017020702400000e+00
9.360763430600000e-02	5.052668094600000e+00
9.551799297300000e-02	5.116274356800000e+00
9.742835164100000e-02	5.204296112100000e+00
9.933871775899999e-02	5.313494205500000e+00
1.012490764300000e-01	5.442176818800000e+00
1.031594350900000e-01	5.589643955200000e+00
1.050697937600000e-01	5.755694866200000e+00
1.069801524300000e-01	5.936367988600000e+00
1.088905185500000e-01	6.126523494700000e+00
1.108008772100000e-01	6.324067115800000e+00
1.127112358800000e-01	6.527514457700000e+00
1.146215945500000e-01	6.735751152000000e+00
1.165319532200000e-01	6.947896480600000e+00
1.184423118800000e-01	7.163230896000000e+00
1.203526780000000e-01	7.381151676200000e+00
1.222630366700000e-01	7.601140499100000e+00
1.241733953400000e-01	7.822748184200000e+00
1.260837465500000e-01	8.045578002899999e+00
1.279941052200000e-01	8.269278526300001e+00
1.299044638900000e-01	8.493535995500000e+00
1.318148374600000e-01	8.718068122900000e+00
1.337251961200000e-01	8.942621231100000e+00
1.356355547900000e-01	9.166966438299999e+00
1.375459134600000e-01	9.390895843499999e+00
1.394562721300000e-01	9.614224433900000e+00
1.413666307900000e-01	9.836781501800001e+00
1.432769894600000e-01	1.005841541300000e+01
1.451873481300000e-01	1.027898883800000e+01
1.470977067900000e-01	1.049837684600000e+01
1.490080654600000e-01	1.071646785700000e+01
1.509184241300000e-01	1.093316078200000e+01
1.528287977000000e-01	1.114836788200000e+01
1.547391563700000e-01	1.136200618700000e+01
1.566495150300000e-01	1.157400608100000e+01
1.585598737000000e-01	1.178430366500000e+01
1.604702323700000e-01	1.199284172100000e+01
1.623805910300000e-01	1.219957256300000e+01
1.642909497000000e-01	1.240445232400000e+01
1.662013083700000e-01	1.260744285600000e+01
1.681116670400000e-01	1.280851268800000e+01
1.700220257000000e-01	1.300763511700000e+01
1.719323843700000e-01	1.320478534700000e+01
1.738427579400000e-01	1.339994525900000e+01
1.757531166100000e-01	1.359309768700000e+01
1.776634752800000e-01	1.378423214000000e+01
1.795738339400000e-01	1.397333812700000e+01
1.814841926100000e-01	1.416040897400000e+01
1.833945512800000e-01	1.434543991100000e+01
1.853049099400000e-01	1.452842903100000e+01
1.872152686100000e-01	1.470937538100000e+01
1.891256272800000e-01	1.488828086900000e+01
1.910359859500000e-01	1.506514644600000e+01
1.929463446100000e-01	1.523997783700000e+01
1.948567032800000e-01	1.541277885400000e+01
1.967670768500000e-01	1.558355426800000e+01
1.986774355200000e-01	1.575231075300000e+01
2.005877941800000e-01	1.591905307800000e+01
2.024981528500000e-01	1.608378601100000e+01
2.044085115200000e-01	1.624651145900000e+01
2.063188701900000e-01	1.640723609900000e+01
2.082292288500000e-01	1.656597137500000e+01
2.101395875200000e-01	1.672273063700000e+01
2.120499461900000e-01	1.687752533000000e+01
2.139603048600000e-01	1.703037071200000e+01
2.158706635200000e-01	1.718128395100000e+01
2.177810370900000e-01	1.733028221100000e+01
2.196913957600000e-01	1.747738266000000e+01
2.216017544300000e-01	1.762260437000000e+01
2.235121130900000e-01	1.776596641500000e+01
2.254224717600000e-01	1.790748977700000e+01
2.273328304300000e-01	1.804719734200000e+01
2.292431891000000e-01	1.818510437000000e+01
2.311535477600000e-01	1.832123756400000e+01
2.330639064300000e-01	1.845561599700000e+01
2.349742651000000e-01	1.858826065100000e+01
2.368846237700000e-01	1.871919632000000e+01
2.387949973300000e-01	1.884844207800000e+01
2.407053560000000e-01	1.897602081300000e+01
2.426157146700000e-01	1.910195350600000e+01
2.445260733400000e-01	1.922626495400000e+01
2.464364320000000e-01	1.934897422800000e+01
2.483467906700000e-01	1.947010421800000e+01
2.502571344400000e-01	1.958967399600000e+01
2.521674931000000e-01	1.970771026600000e+01
2.540778517700000e-01	1.982422828700000e+01
2.559882104400000e-01	1.993925476100000e+01
2.578985691100000e-01	2.005280685400000e+01
2.598089277700000e-01	2.016490554800000e+01
2.617193162400000e-01	2.027557182300000e+01
2.636296749100000e-01	2.038482666000000e+01
2.655400335800000e-01	2.049268913300000e+01
2.674503922500000e-01	2.059917831400000e+01
2.693607509100000e-01	2.070431709300000e+01
2.712711095800000e-01	2.080811882000000e+01
2.731814682500000e-01	2.091060829200000e+01
2.750918269200000e-01	2.101180076600000e+01
2.770021855800000e-01	2.111171531700000e+01
2.789125442500000e-01	2.121037101700000e+01
2.808229029200000e-01	2.130778694200000e+01
2.827332615900000e-01	2.140397644000000e+01
2.846436202500000e-01	2.149896049500000e+01
2.865539789200000e-01	2.159275436400000e+01
2.884643375900000e-01	2.168537521400000e+01
2.903746962500000e-01	2.177684211700000e+01
2.922850549200000e-01	2.186716842700000e+01
2.941954135900000e-01	2.195636940000000e+01
2.961057722600000e-01	2.204446411100000e+01
2.980161309200000e-01	2.213146781900000e+01
2.999264895900000e-01	2.221739387500000e+01
3.018368482600000e-01	2.230225753800000e+01
3.037472069300000e-01	2.238607406600000e+01
3.056575954000000e-01	2.246885871900000e+01
3.075679540600000e-01	2.255062675500000e+01
3.094783127300000e-01	2.263138961800000e+01
3.113886714000000e-01	2.271116256700000e+01
3.132990300700000e-01	2.278995895400000e+01
3.152093887300000e-01	2.286779403700000e+01
3.171197474000000e-01	2.294467926000000e+01
3.190301060700000e-01	2.302062797500000e+01
3.209404647400000e-01	2.309565353400000e+01
3.228508234000000e-01	2.316976738000000e+01
3.247611820700000e-01	2.324298286400000e+01
3.266715407400000e-01	2.331531143200000e+01
3.285818994000000e-01	2.338676643400000e+01
3.304922580700000e-01	2.345735931400000e+01
3.324026167400000e-01	2.352710151700000e+01
3.343129754100000e-01	2.359600448600000e+01
3.362233340700000e-01	2.366407775900000e+01
3.381336927400000e-01	2.373133659400000e+01
3.400440514100000e-01	2.379778671300000e+01
3.419544100800000e-01	2.386344337500000e+01
3.438647687400000e-01	2.392831611600000e+01
3.457751274100000e-01	2.399241447400000e+01
3.476855158800000e-01	2.405574798600000e+01
3.495958745500000e-01	2.411832618700000e+01
3.515062332200000e-01	2.418016243000000e+01
3.534165918800000e-01	2.424126434300000e+01
3.553269505500000e-01	2.430164146400000e+01
3.572373092200000e-01	2.436130523700000e+01
3.591476678800000e-01	2.442026138300000e+01
3.610580265500000e-01	2.447852134700000e+01
3.629683852200000e-01	2.453609466600000e+01
3.648787438900000e-01	2.459298896800000e+01
3.667891025500000e-01	2.464921379100000e+01
3.686994612200000e-01	2.470477676400000e+01
3.706098198900000e-01	2.475968933100000e+01
3.725201785600000e-01	2.481395530700000e+01
3.744305372200000e-01	2.486758613600000e+01
3.763408958900000e-01	2.492059135400000e+01
3.782512545600000e-01	2.497297477700000e+01
3.801616132300000e-01	2.502474784900000e+01
3.820719718900000e-01	2.507591438300000e+01
