time	q
0.000000000000000e+00	5.000000000000000e-03
2.410029998620764e-03	5.000000000000000e-03
4.820059997241528e-03	5.000000000000000e-03
7.230089995862292e-03	5.000000000000000e-03
9.640119994483056e-03	5.000000000000000e-03
1.205014999310382e-02	5.000000000000000e-03
1.446017999172458e-02	5.000000000000000e-03
1.687020999034535e-02	5.000000000000000e-03
1.928023998896611e-02	5.000000000000000e-03
2.169026998758687e-02	5.000000000000000e-03
2.410029998620764e-02	5.000000000000000e-03
2.651032998482840e-02	5.000000000000000e-03
2.892035998344917e-02	5.000000000000000e-03
3.133038998206993e-02	5.000000000000000e-03
3.374041998069070e-02	5.000000000000000e-03
3.615044997931146e-02	5.000000000000000e-03
3.856047997793222e-02	5.000000000000000e-03
4.097050997655299e-02	5.000000000000000e-03
4.338053997517375e-02	5.000000000000000e-03
4.579056997379451e-02	5.000000000000000e-03
4.820059997241528e-02	5.000000000000000e-03
5.061062997103604e-02	5.000000000000000e-03
5.302065996965680e-02	5.000000000000000e-03
5.543068996827757e-02	5.000000000000000e-03
5.784071996689833e-02	5.000000000000000e-03
6.025074996551909e-02	5.000000000000000e-03
6.266077996413986e-02	5.000000000000000e-03
6.507080996276063e-02	5.000000000000000e-03
6.748083996138139e-02	5.000000000000000e-03
6.989086996000216e-02	5.000000000000000e-03
7.230089995862292e-02	5.000000000000000e-03
7.471092995724368e-02	5.000000000000000e-03
7.712095995586445e-02	5.000000000000000e-03
7.953098995448521e-02	5.000000000000000e-03
8.194101995310597e-02	5.000000000000000e-03
8.435104995172674e-02	5.000000000000000e-03
8.676107995034750e-02	5.000000000000000e-03
8.917110994896826e-02	5.000000000000000e-03
9.158113994758903e-02	5.000063815312911e-03
9.399116994620979e-02	5.010961680719296e-03
9.640119994483055e-02	5.159779427560224e-03
9.881122994345132e-02	5.992285186040701e-03
1.012212599420720e-01	8.956083919393142e-03
1.036312899406930e-01	1.696559061612042e-02
1.060413199393140e-01	3.478713812371594e-02
1.084513499379340e-01	6.262090589688352e-02
1.108613799365550e-01	9.996375879319133e-02
1.132714099351760e-01	1.448697530088990e-01
1.156814399337970e-01	1.945219592360400e-01
1.180914699324170e-01	2.459724746910130e-01
1.205014999310380e-01	2.967261864417520e-01
1.229115299296590e-01	3.450187936838790e-01
1.253215599282800e-01	3.898231357743480e-01
1.277315899269010e-01	4.307032402162160e-01
1.301416199255210e-01	4.676264785343870e-01
1.325516499241420e-01	5.007979400511000e-01
1.349616799227630e-01	5.305395569970029e-01
1.373717099213840e-01	5.572127145636599e-01
1.397817399200040e-01	5.811740797955330e-01
1.421917699186250e-01	6.027535455167030e-01
1.446017999172460e-01	6.222454911222350e-01
1.470118299158670e-01	6.399073667635260e-01
1.494218599144880e-01	6.559618979117759e-01
1.518318899131080e-01	6.706007902967790e-01
1.542419199117290e-01	6.839888065872610e-01
1.566519499103500e-01	6.962676651287200e-01
1.590619799089710e-01	7.075595299663580e-01
1.614720099075910e-01	7.179700268777350e-01
1.638820399062120e-01	7.275907996144040e-01
1.662920699048330e-01	7.365016539547899e-01
1.687020999034540e-01	7.447723471188390e-01
