time	force
0.000000000000000e+00	5.061451911900000e+00
2.819868736000000e-03	5.061451911900000e+00
5.639737471900000e-03	5.061451911900000e+00
8.459606207900001e-03	5.061451911900000e+00
1.127947494400000e-02	5.061451911900000e+00
1.409934368000000e-02	5.061451911900000e+00
1.691921241600000e-02	5.061451911900000e+00
1.973908022000000e-02	5.061451911900000e+00
2.255894988800000e-02	5.061451911900000e+00
2.537881769200000e-02	5.061451911900000e+00
2.819868736000000e-02	5.061451911900000e+00
3.101855516400000e-02	5.061451911900000e+00
3.383842483200000e-02	5.061451911900000e+00
3.665829077400000e-02	5.061451911900000e+00
3.947816044100000e-02	5.061451911900000e+00
4.229803010800000e-02	5.061451911900000e+00
4.511789977600000e-02	5.061451911900000e+00
4.793776571800000e-02	5.061451911900000e+00
5.075763538500000e-02	5.061451911900000e+00
5.357750505200000e-02	5.061451911900000e+00
5.639737471900000e-02	5.061451911900000e+00
5.921724066100000e-02	5.061451911900000e+00
6.203711032900000e-02	5.061451911900000e+00
6.485697627100000e-02	5.061451911900000e+00
6.767684966300000e-02	5.061451911900000e+00
7.049671560500000e-02	5.061451911900000e+00
7.331658154700001e-02	5.061451911900000e+00
7.613645494000000e-02	5.061451911900000e+00
7.895632088200000e-02	5.061451911900000e+00
8.177618682399999e-02	5.061451911900000e+00
8.459606021600000e-02	5.061451911900000e+00
8.741592615800001e-02	5.061451911900000e+00
9.023579955100000e-02	5.061451911900000e+00
9.305566549300000e-02	5.061530590100000e+00
9.587553143499999e-02	5.064286232000000e+00
9.869540482800000e-02	5.087548732800000e+00
1.015152707700000e-01	5.180943012200000e+00
1.043351367100000e-01	5.400196552300000e+00
1.071550101000000e-01	5.747848510700000e+00
1.099748760500000e-01	6.173220634500000e+00
1.127947494400000e-01	6.634035587300000e+00
1.156146153800000e-01	7.104443550100000e+00
1.184344813200000e-01	7.570901870700000e+00
1.212543547200000e-01	8.027029037500000e+00
1.240742206600000e-01	8.470185279800001e+00
1.268940866000000e-01	8.899595260600000e+00
1.297139525400000e-01	9.315381050099999e+00
1.325338184800000e-01	9.718071937600000e+00
1.353536993300000e-01	1.010836219800000e+01
1.381735652700000e-01	1.048698616000000e+01
1.409934312100000e-01	1.085466098800000e+01
1.438132971500000e-01	1.121205902100000e+01
1.466331630900000e-01	1.155979728700000e+01
1.494530290400000e-01	1.189843750000000e+01
1.522729098800000e-01	1.222848510700000e+01
1.550927758200000e-01	1.255039882700000e+01
1.579126417600000e-01	1.286458969100000e+01
1.607325077100000e-01	1.317142772700000e+01
1.635523736500000e-01	1.347124767300000e+01
1.663722544900000e-01	1.376435184500000e+01
1.691921204300000e-01	1.405101490000000e+01
1.720119863700000e-01	1.433148479500000e+01
1.748318523200000e-01	1.460598850300000e+01
1.776517182600000e-01	1.487473106400000e+01
1.804715991000000e-01	1.513790035200000e+01
1.832914650400000e-01	1.539566803000000e+01
1.861113309900000e-01	1.564818954500000e+01
1.889311969300000e-01	1.589560413400000e+01
1.917510628700000e-01	1.613803291300000e+01
1.945709288100000e-01	1.637558364900000e+01
1.973908096600000e-01	1.660836601300000e+01
2.002106756000000e-01	1.683649063100000e+01
2.030305415400000e-01	1.706006050100000e+01
2.058504074800000e-01	1.727918624900000e+01
2.086702734200000e-01	1.749396514900000e+01
2.114901542700000e-01	1.770450210600000e+01
2.143100202100000e-01	1.791089439400000e+01
2.171298861500000e-01	1.811323738100000e+01
2.199497520900000e-01	1.831162452700000e+01
2.227696180300000e-01	1.850614738500000e+01
2.255894988800000e-01	1.869689559900000e+01
2.284093648200000e-01	1.888395500200000e+01
2.312292307600000e-01	1.906740951500000e+01
2.340490967000000e-01	1.924734115600000e+01
2.368689626500000e-01	1.942382812500000e+01
2.396888285900000e-01	1.959695053100000e+01
2.425087094300000e-01	1.976678276100000e+01
2.453285753700000e-01	1.993339920000000e+01
2.481484413100000e-01	2.009686851500000e+01
2.509683072600000e-01	2.025726318400000e+01
2.537881732000000e-01	2.041464996300000e+01
2.566080391400000e-01	2.056909179700000e+01
2.594279050800000e-01	2.072065734900000e+01
2.622477710200000e-01	2.086940574600000e+01
2.650676369700000e-01	2.101539802600000e+01
2.678875029100000e-01	2.115869331400000e+01
2.707073986500000e-01	2.129935073900000e+01
2.735272646000000e-01	2.143742370600000e+01
2.763471305400000e-01	2.157296943700000e+01
2.791669964800000e-01	2.170603942900000e+01
2.819868624200000e-01	2.183668327300000e+01
2.848067283600000e-01	2.196495628400000e+01
2.876265943100000e-01	2.209090423600000e+01
2.904464602500000e-01	2.221457481400000e+01
2.932663261900000e-01	2.233601570100000e+01
2.960861921300000e-01	2.245527458200000e+01
2.989060580700000e-01	2.257239151000000e+01
