time	force
0.000000000000000e+00	1.743831634500000e+01
2.957966411500000e-03	1.743831634500000e+01
5.915932823000000e-03	1.743831634500000e+01
8.873899467300000e-03	1.743831634500000e+01
1.183186564600000e-02	1.743831634500000e+01
1.478983275600000e-02	1.743831634500000e+01
1.774779893500000e-02	1.743831634500000e+01
2.070576511300000e-02	1.743831634500000e+01
2.366373129200000e-02	1.743831634500000e+01
2.662169747100000e-02	1.743831634500000e+01
2.957966551200000e-02	1.743831634500000e+01
3.253763169100000e-02	1.743831634500000e+01
3.549559786900000e-02	1.743831634500000e+01
3.845356404800000e-02	1.743831634500000e+01
4.141153022600000e-02	1.743831634500000e+01
4.436949640500000e-02	1.743831634500000e+01
4.732746258400000e-02	1.743831634500000e+01
5.028542876200000e-02	1.743831634500000e+01
5.324339494100000e-02	1.743831634500000e+01
5.620136484500000e-02	1.743831634500000e+01
5.915933102400000e-02	1.743831634500000e+01
6.211729720200000e-02	1.743831634500000e+01
6.507526338100000e-02	1.743831634500000e+01
6.803322583400000e-02	1.743831634500000e+01
7.099119573800000e-02	1.743831634500000e+01
7.394915819200000e-02	1.743831634500000e+01
7.690712809600000e-02	1.743831634500000e+01
7.986509054900000e-02	1.743831634500000e+01
8.282306045300000e-02	1.743831634500000e+01
8.578103035699999e-02	1.743831634500000e+01
8.873899281000000e-02	1.743831634500000e+01
9.169696271400000e-02	1.743833351100000e+01
9.465492516800000e-02	1.744145965600000e+01
9.761289507199999e-02	1.748282051100000e+01
1.005708575200000e-01	1.766383171100000e+01
1.035288274300000e-01	1.806011962900000e+01
1.064867898800000e-01	1.864630699200000e+01
1.094447597900000e-01	1.927048111000000e+01
1.124027296900000e-01	1.987751960800000e+01
1.153606921400000e-01	2.044925880400000e+01
1.183186620500000e-01	2.098262405400000e+01
1.212766245000000e-01	2.147933578500000e+01
1.242345944000000e-01	2.194244766200000e+01
1.271925568600000e-01	2.237520408600000e+01
1.301505267600000e-01	2.278065300000000e+01
1.331084817600000e-01	2.316152572600000e+01
1.360664516700000e-01	2.352021980300000e+01
1.390244215700000e-01	2.385882377600000e+01
1.419823914800000e-01	2.417915916400000e+01
1.449403613800000e-01	2.448281860400000e+01
1.478983163800000e-01	2.477118682900000e+01
1.508562862900000e-01	2.504549026500000e+01
1.538142561900000e-01	2.530680465700000e+01
1.567722261000000e-01	2.555608940100000e+01
1.597301811000000e-01	2.579419899000000e+01
1.626881510000000e-01	2.602189445500000e+01
1.656461209100000e-01	2.623986625700000e+01
1.686040908100000e-01	2.644873046900000e+01
1.715620607100000e-01	2.664905357400000e+01
1.745200157200000e-01	2.684134292600000e+01
1.774779856200000e-01	2.702606773400000e+01
1.804359555200000e-01	2.720365524300000e+01
1.833939254300000e-01	2.737449455300000e+01
1.863518804300000e-01	2.753894805900000e+01
1.893098503400000e-01	2.769735145600000e+01
1.922678202400000e-01	2.785000801100000e+01
1.952257901400000e-01	2.799720954900000e+01
1.981837600500000e-01	2.813921737700000e+01
2.011417150500000e-01	2.827627944900000e+01
2.040996849500000e-01	2.840862846400000e+01
2.070576548600000e-01	2.853647995000000e+01
2.100156247600000e-01	2.866003608700000e+01
2.129735797600000e-01	2.877948379500000e+01
2.159315496700000e-01	2.889500618000000e+01
2.188895195700000e-01	2.900676536600000e+01
2.218474894800000e-01	2.911492157000000e+01
2.248054593800000e-01	2.921962356600000e+01
2.277634143800000e-01	2.932101059000000e+01
2.307213842900000e-01	2.941921615600000e+01
2.336793541900000e-01	2.951436615000000e+01
2.366373240900000e-01	2.960658073400000e+01
2.395952791000000e-01	2.969596862800000e+01
2.425532490000000e-01	2.978264045700000e+01
2.455112189100000e-01	2.986669731100000e+01
2.484691888100000e-01	2.994823646500000e+01
2.514271438100000e-01	3.002734756500000e+01
2.543851137200000e-01	3.010412025500000e+01
2.573430836200000e-01	3.017863845800000e+01
2.603010535200000e-01	3.025098037700000e+01
2.632590234300000e-01	3.032122421300000e+01
2.662169635300000e-01	3.038944053600000e+01
2.691749334300000e-01	3.045569992100000e+01
2.721329033400000e-01	3.052006912200000e+01
2.750908732400000e-01	3.058261108400000e+01
2.780488431500000e-01	3.064338684100000e+01
2.810068130500000e-01	3.070245552100000e+01
2.839647829500000e-01	3.075987052900000e+01
2.869227528600000e-01	3.081568908700000e+01
2.898807227600000e-01	3.086996078500000e+01
2.928386628600000e-01	3.092273521400000e+01
2.957966327700000e-01	3.097406005900000e+01
2.987546026700000e-01	3.102398109400000e+01
3.017125725700000e-01	3.107254219100000e+01
3.046705424800000e-01	3.111978721600000e+01
3.076285123800000e-01	3.116575241100000e+01
3.105864822900000e-01	3.121048164400000e+01
3.135444521900000e-01	3.125400924700000e+01
3.165024220900000e-01	3.129637336700000e+01
3.194603622000000e-01	3.133760833700000e+01
3.224183321000000e-01	3.137774848900000e+01
3.253763020000000e-01	3.141682434100000e+01
3.283342719100000e-01	3.145487022400000e+01
3.312922418100000e-01	3.149191284200000e+01
3.342502117200000e-01	3.152798652600000e+01
3.372081816200000e-01	3.156311416600000e+01
3.401661515200000e-01	3.159732627900000e+01
3.431241214300000e-01	3.163064765900000e+01
3.460820615300000e-01	3.166310501100000e+01
3.490400314300000e-01	3.169472122200000e+01
3.519980013400000e-01	3.172552299500000e+01
3.549559712400000e-01	3.175553131100000e+01
3.579139411400000e-01	3.178476715100000e+01
3.608719110500000e-01	3.181325340300000e+01
3.638298809500000e-01	3.184101295500000e+01
3.667878508600000e-01	3.186806297300000e+01
3.697458207600000e-01	3.189442443800000e+01
3.727037608600000e-01	3.192011451700000e+01
3.756617307700000e-01	3.194515609700000e+01
3.786197006700000e-01	3.196956062300000e+01
3.815776705700000e-01	3.199335098300000e+01
3.845356404800000e-01	3.201654052700000e+01
3.874936103800000e-01	3.203914642300000e+01
3.904515802900000e-01	3.206118392900000e+01
3.934095501900000e-01	3.208266830400000e+01
3.963675200900000e-01	3.210361480700000e+01
3.993254602000000e-01	3.212403869600000e+01
4.022834301000000e-01	3.214395523100000e+01
4.052414000000000e-01	3.216337204000000e+01
4.081993699100000e-01	3.218230819700000e+01
4.111573398100000e-01	3.220077133200000e+01
4.141153097200000e-01	3.221877670300000e+01
4.170732796200000e-01	3.223633575400000e+01
4.200312495200000e-01	3.225346374500000e+01
4.229892194300000e-01	3.227016449000000e+01
4.259471595300000e-01	3.228645706200000e+01
4.289051294300000e-01	3.230234527600000e+01
4.318630993400000e-01	3.231784057600000e+01
4.348210692400000e-01	3.233295822100000e+01
4.377790391400000e-01	3.234770584100000e+01
4.407370090500000e-01	3.236208725000000e+01
4.436949789500000e-01	3.237612152100000e+01
4.466529488600000e-01	3.238980865500000e+01
4.496109187600000e-01	3.240316009500000e+01
4.525688588600000e-01	3.241618728600000e+01
4.555268287700000e-01	3.242889785800000e+01
4.584847986700000e-01	3.244129562400000e+01
4.614427685700000e-01	3.245339584400000e+01
4.644007384800000e-01	3.246519851700000e+01
4.673587083800000e-01	3.247671508800000e+01
4.703166782900000e-01	3.248794937100000e+01
4.732746481900000e-01	3.249891281100000e+01
4.762326180900000e-01	3.250961303700000e+01
4.791905582000000e-01	3.252005004900000e+01
4.821485281000000e-01	3.253023529100000e+01
4.851064980000000e-01	3.254017639200000e+01
4.880644679100000e-01	3.254987335200000e+01
4.910224378100000e-01	3.255933761600000e+01
4.939804077100000e-01	3.256857681300000e+01
4.969383776200000e-01	3.257758712800000e+01
4.998963475200000e-01	3.258638382000000e+01
5.028542876200000e-01	3.259496688800000e+01
5.058122277300000e-01	3.260334396400000e+01
5.087702274300000e-01	3.261152267500000e+01
5.117281675300001e-01	3.261949920700000e+01
5.146861672400000e-01	3.262728881800000e+01
5.176441073400000e-01	3.263488769500000e+01
5.206021070500000e-01	3.264230728100000e+01
5.235600471500000e-01	3.264954376200000e+01
5.265180468600000e-01	3.265661239600000e+01
5.294759869600000e-01	3.266350936900000e+01
5.324339270600000e-01	3.267023849500000e+01
5.353919267700000e-01	3.267681121800000e+01
5.383498668700000e-01	3.268322372400000e+01
5.413078665700000e-01	3.268948364300000e+01
5.442658066700000e-01	3.269559097300000e+01
5.472238063800000e-01	3.270155334500000e+01
5.501817464800000e-01	3.270737457300000e+01
5.531397461899999e-01	3.271305847200000e+01
5.560976862900000e-01	3.271860504200000e+01
5.590556263899999e-01	3.272401809700000e+01
5.620136261000001e-01	3.272930145300000e+01
5.649715662000000e-01	3.273446273800000e+01
5.679295659100000e-01	3.273949813800000e+01
5.708875060100000e-01	3.274441528300000e+01
5.738455057100000e-01	3.274921035800000e+01
5.768034458200000e-01	3.275389480600000e+01
5.797614455200000e-01	3.275846862800000e+01
5.827193856200000e-01	3.276293182400000e+01
5.856773257300000e-01	3.276729202300000e+01
5.886353254300000e-01	3.277154541000000e+01
5.915932655300000e-01	3.277569580100000e+01
5.945512652400000e-01	3.277975082400000e+01
5.975092053400000e-01	3.278371048000000e+01
6.004672050500000e-01	3.278757095300000e+01
6.034251451500000e-01	3.279134368900000e+01
6.063831448600000e-01	3.279502868700000e+01
6.093410849599999e-01	3.279862213100000e+01
6.122990250600000e-01	3.280213165300000e+01
6.152570247700000e-01	3.280555725100000e+01
6.182149648700000e-01	3.280890274000000e+01
6.211729645700000e-01	3.281216812100000e+01
6.241309046700000e-01	3.281535720800000e+01
6.270889043800000e-01	3.281847000100000e+01
6.300468444800000e-01	3.282150650000000e+01
6.330048441900000e-01	3.282447433500000e+01
6.359627842900000e-01	3.282736969000000e+01
6.389207243900000e-01	3.283019638100000e+01
6.418787241000000e-01	3.283295822100000e+01
6.448366642000000e-01	3.283565521200000e+01
6.477946639100000e-01	3.283828735400000e+01
6.507526040100000e-01	3.284085464500000e+01
6.537106037100000e-01	3.284336471600000e+01
6.566685438200000e-01	3.284581375100000e+01
6.596265435200001e-01	3.284820175200000e+01
6.625844836200000e-01	3.285053634600000e+01
6.655424237300001e-01	3.285281753500000e+01
6.685004234300000e-01	3.285504150400000e+01
6.714583635300000e-01	3.285721588100000e+01
6.744163632400000e-01	3.285933685300000e+01
6.773743033400000e-01	3.286140823400000e+01
6.803323030500000e-01	3.286343002300000e+01
6.832902431500000e-01	3.286540222200000e+01
6.862482428600000e-01	3.286733245800000e+01
6.892061829600000e-01	3.286921310400000e+01
6.921641230600000e-01	3.287105178800000e+01
6.951221227600000e-01	3.287284469600000e+01
6.980800628700000e-01	3.287459564200000e+01
7.010380625700000e-01	3.287630844100000e+01
7.039960026700000e-01	3.287797927900000e+01
7.069540023799999e-01	3.287960815400000e+01
7.099119424800000e-01	3.288119888300000e+01
7.128699421900000e-01	3.288275528000000e+01
7.158278822900001e-01	3.288427352900000e+01
7.187858223900000e-01	3.288575363200000e+01
7.217438221000000e-01	3.288720321700000e+01
7.247017622000000e-01	3.288861465500000e+01
7.276597619100000e-01	3.288999557500000e+01
7.306177020100000e-01	3.289134216300000e+01
7.335757017100000e-01	3.289265441900000e+01
7.365336418200000e-01	3.289393997200000e+01
7.394916415200000e-01	3.289519500700000e+01
7.424495816200000e-01	3.289641952500000e+01
7.454075217200000e-01	3.289761352500000e+01
7.483655214300000e-01	3.289878082300000e+01
7.513234615300000e-01	3.289992141700000e+01
7.542814612400000e-01	3.290103149400000e+01
7.572394013400000e-01	3.290211868300000e+01
7.601974010500000e-01	3.290317916900000e+01
7.631553411500001e-01	3.290421676600000e+01
7.661133408500000e-01	3.290522766100000e+01
7.690712809600000e-01	3.290621566800000e+01
7.720292210600000e-01	3.290717697100000e+01
7.749872207600000e-01	3.290811920200000e+01
7.779451608700000e-01	3.290903854400000e+01
7.809031605700000e-01	3.290993499800000e+01
7.838611006700000e-01	3.291081237800000e+01
7.868191003800000e-01	3.291166687000000e+01
7.897770404800000e-01	3.291250610400000e+01
7.927350401900000e-01	3.291331863400000e+01
7.956929802900000e-01	3.291411590600000e+01
7.986509203900000e-01	3.291489410400000e+01
8.016089201000000e-01	3.291565322900000e+01
8.045668602000000e-01	3.291639709500000e+01
8.075248599100000e-01	3.291711807300000e+01
8.104828000099999e-01	3.291782760600000e+01
8.134407997100001e-01	3.291851806600000e+01
8.163987398100000e-01	3.291919326800000e+01
8.193567395200000e-01	3.291984939600000e+01
8.223146796200000e-01	3.292049408000000e+01
8.252726197200000e-01	3.292111969000000e+01
8.282306194300000e-01	3.292173385600000e+01
8.311885595300000e-01	3.292233276400000e+01
8.341465592400000e-01	3.292291641200000e+01
8.371044993400000e-01	3.292348480200000e+01
8.400624990500000e-01	3.292404174800000e+01
8.430204391500000e-01	3.292458725000000e+01
8.459784388500000e-01	3.292511749300000e+01
8.489363789600000e-01	3.292563629200000e+01
8.518943190600000e-01	3.292614364600000e+01
8.548523187600000e-01	3.292663574200000e+01
8.578102588700000e-01	3.292712020900000e+01
8.607682585700001e-01	3.292759323100000e+01
8.637261986700000e-01	3.292805099500000e+01
8.666841983800000e-01	3.292850112900000e+01
8.696421384800000e-01	3.292893981900000e+01
8.726001381900000e-01	3.292936706500000e+01
8.755580782900000e-01	3.292978668200000e+01
8.785160183900000e-01	3.293019485500000e+01
8.814740181000000e-01	3.293059539800000e+01
8.844319582000000e-01	3.293098449700000e+01
8.873899579000000e-01	3.293136596700000e+01
8.903478980100000e-01	3.293173599200000e+01
8.933058977100000e-01	3.293209838900000e+01
8.962638378100000e-01	3.293245315600000e+01
8.992218375200000e-01	3.293280029300000e+01
9.021797776200000e-01	3.293313598600000e+01
9.051377177200000e-01	3.293346786500000e+01
9.080957174299999e-01	3.293378830000000e+01
9.110536575300000e-01	3.293410110500000e+01
9.140116572400000e-01	3.293441009500000e+01
9.169695973400001e-01	3.293470764200000e+01
9.199275970500000e-01	3.293500137300000e+01
9.228855371500000e-01	3.293528747600000e+01
9.258435368500000e-01	3.293556594800000e+01
9.288014769600000e-01	3.293584060700000e+01
9.317594170600000e-01	3.293610382100000e+01
9.347174167600000e-01	3.293636322000000e+01
9.376753568600000e-01	3.293661880500000e+01
9.406333565700000e-01	3.293686676000000e+01
9.435912966700000e-01	3.293710708600000e+01
9.465492963800000e-01	3.293734359700000e+01
9.495072364800000e-01	3.293757629400000e+01
9.524652361900000e-01	3.293780136100000e+01
9.554231762900000e-01	3.293801879900000e+01
9.583811163900000e-01	3.293823242200000e+01
9.613391161000000e-01	3.293844223000000e+01
9.642970561999999e-01	3.293864822400000e+01
9.672550559000000e-01	3.293884658800000e+01
9.702129960100000e-01	3.293904495200000e+01
9.731709957100000e-01	3.293923568700000e+01
9.761289358100000e-01	3.293941879300000e+01
9.790869355200000e-01	3.293960189800000e+01
9.820448756200000e-01	3.293977737400000e+01
9.850028157200000e-01	3.293995285000000e+01
9.879608154300000e-01	3.294012069700000e+01
9.909187555300000e-01	3.294028854400000e+01
