time	q
0.000000000000000e+00	5.000000000000000e-03
2.574856449543071e-03	5.000000000000000e-03
5.149712899086142e-03	5.000000000000000e-03
7.724569348629213e-03	5.000000000000000e-03
1.029942579817228e-02	5.000000000000000e-03
1.287428224771536e-02	5.000000000000000e-03
1.544913869725843e-02	5.000000000000000e-03
1.802399514680150e-02	5.000000000000000e-03
2.059885159634457e-02	5.000000000000000e-03
2.317370804588764e-02	5.000000000000000e-03
2.574856449543071e-02	5.000000000000000e-03
2.832342094497378e-02	5.000000000000000e-03
3.089827739451685e-02	5.000000000000000e-03
3.347313384405992e-02	5.000000000000000e-03
3.604799029360299e-02	5.000000000000000e-03
3.862284674314606e-02	5.000000000000000e-03
4.119770319268913e-02	5.000000000000000e-03
4.377255964223220e-02	5.000000000000000e-03
4.634741609177527e-02	5.000000000000000e-03
4.892227254131834e-02	5.000000000000000e-03
5.149712899086141e-02	5.000000000000000e-03
5.407198544040448e-02	5.000000000000000e-03
5.664684188994755e-02	5.000000000000000e-03
5.922169833949062e-02	5.000000000000000e-03
6.179655478903369e-02	5.000000000000000e-03
6.437141123857676e-02	5.000000000000000e-03
6.694626768811983e-02	5.000000000000000e-03
6.952112413766290e-02	5.000000000000000e-03
7.209598058720597e-02	5.000000000000000e-03
7.467083703674904e-02	5.000000000000000e-03
7.724569348629211e-02	5.000000000000000e-03
7.982054993583518e-02	5.000000000000000e-03
8.239540638537825e-02	5.000000000000000e-03
8.497026283492132e-02	5.000000000000000e-03
8.754511928446439e-02	5.000000000000000e-03
9.011997573400746e-02	5.000000000000000e-03
9.269483218355053e-02	5.005877538310199e-03
9.526968863309360e-02	5.233576342382619e-03
9.784454508263667e-02	7.186412215909987e-03
1.004194015321800e-01	1.584913348947456e-02
1.029942579817230e-01	4.204957995838696e-02
1.055691144312660e-01	1.016367884666930e-01
1.081439708808090e-01	1.901238221641600e-01
1.107188273303520e-01	2.910050207911380e-01
1.132936837798950e-01	3.892126042096300e-01
1.158685402294380e-01	4.759312870672490e-01
1.184433966789810e-01	5.485481004486700e-01
1.210182531285240e-01	6.079488259146840e-01
1.235931095780670e-01	6.562619141303700e-01
1.261679660276100e-01	6.957031372668570e-01
1.287428224771540e-01	7.281625717710780e-01
1.313176789266970e-01	7.551349171934850e-01
1.338925353762400e-01	7.777690511340770e-01
1.364673918257830e-01	7.969419747516540e-01
1.390422482753260e-01	8.133253538411011e-01
1.416171047248690e-01	8.274376799363450e-01
1.441919611744120e-01	8.396831275702940e-01
1.467668176239550e-01	8.503800008468170e-01
1.493416740734980e-01	8.597815114750270e-01
1.519165305230410e-01	8.680910305315880e-01
1.544913869725840e-01	8.754733767956080e-01
1.570662434221270e-01	8.820632528229430e-01
1.596410998716710e-01	8.879716132315350e-01
1.622159563212140e-01	8.932905201109880e-01
1.647908127707570e-01	8.980968806186860e-01
1.673656692203000e-01	9.024553504456110e-01
1.699405256698430e-01	9.064206088009220e-01
1.725153821193860e-01	9.100391554550560e-01
1.750902385689290e-01	9.133507411058440e-01
1.776650950184720e-01	9.163895140738750e-01
1.802399514680150e-01	9.191849458071530e-01
1.828148079175580e-01	9.217625826261030e-01
1.853896643671010e-01	9.241446600070520e-01
1.879645208166440e-01	9.263506073955160e-01
1.905393772661880e-01	9.283974652915370e-01
1.931142337157310e-01	9.303002316115410e-01
1.956890901652740e-01	9.320721507125100e-01
1.982639466148170e-01	9.337249556809269e-01
2.008388030643600e-01	9.352690723337560e-01
2.034136595139030e-01	9.367137916992609e-01
2.059885159634460e-01	9.380674164288320e-01
2.085633724129890e-01	9.393373855528040e-01
2.111382288625320e-01	9.405303811701270e-01
2.137130853120750e-01	9.416524200056930e-01
2.162879417616180e-01	9.427089322436220e-01
2.188627982111610e-01	9.437048296217970e-01
2.214376546607050e-01	9.446445644309350e-01
2.240125111102480e-01	9.455321807836840e-01
2.265873675597910e-01	9.463713592926640e-01
2.291622240093340e-01	9.471654561108200e-01
2.317370804588770e-01	9.479175371349160e-01
2.343119369084200e-01	9.486304080470760e-01
2.368867933579630e-01	9.493066407650470e-01
2.394616498075060e-01	9.499485967851450e-01
2.420365062570490e-01	9.505584478296120e-01
2.446113627065920e-01	9.511381941496120e-01
2.471862191561350e-01	9.516896807843440e-01
2.497610756056780e-01	9.522146120340470e-01
2.523359320552220e-01	9.527145643685569e-01
2.549107885047650e-01	9.531909979625720e-01
2.574856449543080e-01	9.536452670228130e-01
2.600605014038510e-01	9.540786290502120e-01
2.626353578533940e-01	9.544922531614080e-01
2.652102143029370e-01	9.548872275777101e-01
2.677850707524800e-01	9.552645663758520e-01
2.703599272020230e-01	9.556252155829880e-01
2.729347836515660e-01	9.559700586881200e-01
2.755096401011090e-01	9.562999216333080e-01
2.780844965506520e-01	9.566155773403650e-01
2.806593530001950e-01	9.569177498220770e-01
2.832342094497390e-01	9.572071179212500e-01
2.858090658992820e-01	9.574843187158250e-01
2.883839223488250e-01	9.577499506239550e-01
2.909587787983680e-01	9.580045762390780e-01
2.935336352479110e-01	9.582487249216810e-01
2.961084916974540e-01	9.584828951715060e-01
2.986833481469970e-01	9.587075568013550e-01
3.012582045965400e-01	9.589231529313840e-01
3.038330610460830e-01	9.591301018207680e-01
3.064079174956260e-01	9.593287985518389e-01
3.089827739451690e-01	9.595196165802490e-01
3.115576303947120e-01	9.597029091632940e-01
3.141324868442560e-01	9.598790106773400e-01
3.167073432937990e-01	9.600482378341660e-01
3.192821997433420e-01	9.602108908050830e-01
3.218570561928850e-01	9.603672542608130e-01
