simulation	experiment
6.326527595500000e-01	6.720584631000000e-02
6.339931488000000e-01	6.720535457100001e-02
6.346633434300000e-01	6.720511615300000e-02
6.353335380600000e-01	6.720489263500000e-02
6.366738677000000e-01	6.720447540299999e-02
6.373440623300000e-01	6.720427423700000e-02
6.386844515800000e-01	6.720390170800000e-02
6.393545866000000e-01	6.720373034500000e-02
6.406949758500000e-01	6.720339506900000e-02
6.413651704800000e-01	6.720324605700000e-02
6.427055001300001e-01	6.720294803400000e-02
6.433756947500000e-01	6.720281392300000e-02
6.447160840000000e-01	6.720255315300000e-02
6.453862786300000e-01	6.720243394400000e-02
6.467266082799999e-01	6.720220297600001e-02
6.473968029000000e-01	6.720209866800000e-02
6.487371921500000e-01	6.720189750199999e-02
6.494073867800000e-01	6.720180064400000e-02
6.507477164300000e-01	6.720162183000000e-02
6.514179110500000e-01	6.720153987400000e-02
6.527583003000000e-01	6.720137596100000e-02
6.534284353299999e-01	6.720130145500000e-02
6.547688245800000e-01	6.720116734500001e-02
6.554390192000000e-01	6.720110029000000e-02
6.567793488500000e-01	6.720097362999999e-02
6.574495434800000e-01	6.720092147600000e-02
6.587899327300000e-01	6.720080971700000e-02
6.594601273500000e-01	6.720075756299999e-02
6.608004570000000e-01	6.720066070600000e-02
6.614706516300000e-01	6.720061600200000e-02
6.628110408800000e-01	6.720052659500000e-02
6.634811759000000e-01	6.720048934200000e-02
6.648215651500000e-01	6.720041483600001e-02
6.654917597800000e-01	6.720037758400001e-02
6.668320894200001e-01	6.720031052800000e-02
6.675022840500000e-01	6.720028072600000e-02
6.688426733000000e-01	6.720022112100001e-02
6.695128679300000e-01	6.720019877000000e-02
6.708531975699999e-01	6.720014661600000e-02
6.715233922000000e-01	6.720011681300000e-02
6.728637814500000e-01	6.720007210999999e-02
6.735339760800000e-01	6.720004975799999e-02
6.748743057300000e-01	6.720001250500000e-02
6.755445003500000e-01	6.719999015300000e-02
6.768848896000000e-01	6.719996035100000e-02
6.775550246199999e-01	6.719993799900000e-02
6.788954138800000e-01	6.719990819700000e-02
6.795656085000000e-01	6.719989329600000e-02
6.809059381500000e-01	6.719986349300000e-02
6.815761327700000e-01	6.719985604299999e-02
6.829165220300000e-01	6.719982624100000e-02
6.835867166500000e-01	6.719981879000000e-02
6.849270463000000e-01	6.719979643800000e-02
6.855972409200000e-01	6.719978153700000e-02
6.869376301800000e-01	6.719976663600000e-02
6.876077652000000e-01	6.719975918500000e-02
6.889481544500000e-01	6.719973683400000e-02
6.896183490800000e-01	6.719972938300001e-02
6.909586787200001e-01	6.719971448200000e-02
6.916288733500000e-01	6.719970703100001e-02
6.929692626000000e-01	6.719969958100000e-02
6.936394572300000e-01	6.719969213000000e-02
6.949797868699999e-01	6.719967722900000e-02
6.956499815000000e-01	6.719967722900000e-02
6.969903707500000e-01	6.719966232800000e-02
6.976605653800000e-01	6.719966232800000e-02
6.983307004000000e-01	6.719965487700000e-02
6.996710896500000e-01	6.719964742700001e-02
7.003412842800000e-01	6.719964742700001e-02
