time	vel
2.170329503690000e-01	7.756845559900000e-03
2.186475805890000e-01	7.666904944900000e-03
2.202618829890000e-01	7.585317827800000e-03
2.218757979590000e-01	7.510695606500000e-03
2.234893254890000e-01	7.441620342400000e-03
2.251024953990000e-01	7.376677822300000e-03
2.267153374890000e-01	7.314487826100000e-03
2.283277921390000e-01	7.253729272600000e-03
2.299399189690000e-01	7.193168159600000e-03
2.315516881690000e-01	7.131676189600000e-03
2.331630997390000e-01	7.068251725300000e-03
2.347741536790000e-01	7.002031430600000e-03
2.363849095990000e-01	6.932303775100000e-03
2.379952780890000e-01	6.858513224900000e-03
2.396053485590000e-01	6.780266296100000e-03
2.412150911990000e-01	6.697327829900000e-03
2.428245060190000e-01	6.609619595100000e-03
2.444335631990000e-01	6.517210975300000e-03
2.460423521690000e-01	6.420310121000000e-03
2.476508133090000e-01	6.319251842800000e-03
2.492589466290000e-01	6.214482244100000e-03
2.508668117190000e-01	6.106542889000000e-03
2.524743489890000e-01	5.996052175800000e-03
2.540816180390000e-01	5.883689969800000e-03
2.556885890690000e-01	5.770175717800000e-03
2.572952918690000e-01	5.656252615200000e-03
2.589017264590000e-01	5.542668048300000e-03
2.605078630190000e-01	5.430156830700000e-03
2.621137611590000e-01	5.319425836200000e-03
2.637193910790000e-01	5.211137700800000e-03
2.653247825790000e-01	5.105899646900000e-03
2.669299058590000e-01	5.004250910100000e-03
2.685347907290000e-01	4.906654823600000e-03
2.701394669690000e-01	4.813490901100000e-03
2.717438749990000e-01	4.725049715500000e-03
2.733480744090000e-01	4.641531501000000e-03
2.749520353990000e-01	4.563045222300000e-03
2.765557877690000e-01	4.489609506000000e-03
2.781593017290000e-01	4.421154968400000e-03
2.797626070690000e-01	4.357532132400000e-03
2.813657335890000e-01	4.298516083500000e-03
2.829686216990000e-01	4.243815317700000e-03
2.845713011890000e-01	4.193079192200000e-03
2.861738018690000e-01	4.145911429100000e-03
2.877760939290000e-01	4.101876635100000e-03
2.893781773790000e-01	4.060513805600000e-03
2.909800521990000e-01	4.021346569100000e-03
2.925817482190000e-01	3.983893431700000e-03
2.941832654190000e-01	3.947679419100000e-03
2.957845739990000e-01	3.912244457800000e-03
2.973857037690000e-01	3.877152921600000e-03
2.989866547290000e-01	3.842001780900000e-03
3.005873970690000e-01	3.806427586800000e-03
3.021879605990000e-01	3.770111361500000e-03
3.037883453090000e-01	3.732784418400000e-03
3.053885512090000e-01	3.694230457800000e-03
3.069885782890000e-01	3.654287196700000e-03
3.085884265590000e-01	3.612848697200000e-03
3.101881258190000e-01	3.569862339600000e-03
3.117876164590000e-01	3.525329055300000e-03
3.133869580890000e-01	3.479298902700000e-03
3.149861209090000e-01	3.431868972300000e-03
3.165851049090000e-01	3.383176634100000e-03
3.181839697090000e-01	3.333396511200000e-03
3.197826258790000e-01	3.282732795900000e-03
3.213811628490000e-01	3.231414128100000e-03
3.229795210090000e-01	3.179687075300000e-03
3.245777301490000e-01	3.127808915500000e-03
3.261757902790000e-01	3.076042048600000e-03
3.277737013990000e-01	3.024647943700000e-03
3.293714635090000e-01	2.973879920300000e-03
3.309690765990000e-01	2.923979191100000e-03
3.325665406890000e-01	2.875169040600000e-03
3.341638855590000e-01	2.827650867400000e-03
3.357611112290000e-01	2.781600924200000e-03
3.373581580790000e-01	2.737166592900000e-03
3.389551155290000e-01	2.694464754300000e-03
3.405519239590000e-01	2.653581090300000e-03
3.421485833790000e-01	2.614567987600000e-03
3.437451533990000e-01	2.577446168300000e-03
3.453415743990000e-01	2.542204456400000e-03
3.469378761990000e-01	2.508802339400000e-03
3.485340885790000e-01	2.477171132300000e-03
3.501301519590000e-01	2.447216771500000e-03
3.517260961190000e-01	2.418823540200000e-03
3.533219210790000e-01	2.391856629400000e-03
3.549176566290000e-01	2.366166329000000e-03
3.565132431690000e-01	2.341591287400000e-03
3.581087402990000e-01	2.317963168000000e-03
