time	vel
2.580519523460000e-01	4.658645484600000e-03
2.595831360660000e-01	4.600316286100000e-03
2.611141111660000e-01	4.549457225900000e-03
2.626448776560000e-01	4.505421966300000e-03
2.641754355260000e-01	4.467390943300000e-03
2.657057847860000e-01	4.434406757400000e-03
2.672359254260000e-01	4.405414685600000e-03
2.687658574460000e-01	4.379305057200000e-03
2.702955808460000e-01	4.354952834500000e-03
2.718251254460000e-01	4.331260453900000e-03
2.733544614160000e-01	4.307192284600000e-03
2.748836185760000e-01	4.281810484800000e-03
2.764125373260000e-01	4.254299216000000e-03
2.779412772460000e-01	4.223989322800000e-03
2.794698383660000e-01	4.190374165800000e-03
2.809981908660000e-01	4.153117071800000e-03
2.825263645460000e-01	4.112055525200000e-03
2.840543296160000e-01	4.067196045100000e-03
2.855821158760000e-01	4.018706269600000e-03
2.871097233160000e-01	3.966899588700000e-03
2.886371221360000e-01	3.912216983700000e-03
2.901643719560000e-01	3.855202114200000e-03
2.916914429560000e-01	3.796478966300000e-03
2.932183053360000e-01	3.736724844200000e-03
2.947450187060000e-01	3.676641965300000e-03
2.962715830660000e-01	3.616932313900000e-03
2.977979388060000e-01	3.558272030200000e-03
2.993241753460000e-01	3.501287661500000e-03
3.008502032660000e-01	3.446537535600000e-03
3.023761119660000e-01	3.394493367500000e-03
3.039018418660000e-01	3.345529083200000e-03
3.054274227460000e-01	3.299910109500000e-03
3.069528546160000e-01	3.257790813200000e-03
3.084781374760000e-01	3.219212871000000e-03
3.100032713260000e-01	3.184109227700000e-03
3.115282561660000e-01	3.152311546700000e-03
3.130530919860000e-01	3.123560687500000e-03
3.145778086060000e-01	3.097520442700000e-03
3.161023464060000e-01	3.073791507600000e-03
3.176267649960000e-01	3.051930107200000e-03
3.191510345760000e-01	3.031464526400000e-03
3.206751849460000e-01	3.011912806000000e-03
3.221991565060000e-01	2.992800669700000e-03
3.237230386560000e-01	2.973677357700000e-03
3.252467419960000e-01	2.954129595300000e-03
3.267703261260000e-01	2.933794632600000e-03
3.282937910460000e-01	2.912370953700000e-03
3.298171069460000e-01	2.889623632700000e-03
3.313402738460000e-01	2.865391317800000e-03
3.328633215260000e-01	2.839586697500000e-03
3.343862500060000e-01	2.812196034900000e-03
3.359090294660000e-01	2.783275675000000e-03
3.374316897260000e-01	2.752946689700000e-03
3.389542307660000e-01	2.721386728800000e-03
3.404766526060000e-01	2.688820939500000e-03
3.419989552360000e-01	2.655511954800000e-03
3.435211088560000e-01	2.621747320500000e-03
3.450431432560000e-01	2.587829250800000e-03
3.465650882560000e-01	2.554062288300000e-03
3.480868842460000e-01	2.520742826200000e-03
3.496085908260000e-01	2.488148165900000e-03
3.511301781960000e-01	2.456527669000000e-03
3.526516463660000e-01	2.426096005400000e-03
3.541729953160000e-01	2.397025935400000e-03
3.556942250560000e-01	2.369444351600000e-03
3.572153653960000e-01	2.343430183800000e-03
3.587363865260000e-01	2.319013932700000e-03
3.602573182460000e-01	2.296178368900000e-03
3.617781307560000e-01	2.274860860800000e-03
3.632988538560000e-01	2.254958497400000e-03
3.648194577560000e-01	2.236333442900000e-03
3.663399722460000e-01	2.218818524900000e-03
3.678603675260000e-01	2.202224917700000e-03
3.693806733960000e-01	2.186350291600000e-03
3.709008898560000e-01	2.170984866100000e-03
3.724209871160000e-01	2.155920723500000e-03
3.739409949660000e-01	2.140958327800000e-03
3.754608836060000e-01	2.125911880300000e-03
3.769807126360000e-01	2.110617002500000e-03
3.785004224660000e-01	2.094933996000000e-03
3.800200428860000e-01	2.078752033400000e-03
3.815395440860000e-01	2.061990788200000e-03
