time	vel
1.505374908490000e-01	1.395576354100000e-02
1.522406190590000e-01	1.362070441200000e-02
1.539430618290000e-01	1.331363525200000e-02
1.556448042390000e-01	1.303542032800000e-02
1.573458909990000e-01	1.278638560300000e-02
1.590463221090000e-01	1.256634853800000e-02
1.607460975690000e-01	1.237464137400000e-02
1.624452471690000e-01	1.221015397500000e-02
1.641437560290000e-01	1.207137759800000e-02
1.658416688490000e-01	1.195644866700000e-02
1.675389558090000e-01	1.186320744500000e-02
1.692356318190000e-01	1.178925018800000e-02
1.709317117890000e-01	1.173198502500000e-02
1.726271808190000e-01	1.168869156400000e-02
1.743220686890000e-01	1.165657863000000e-02
1.760163456190000e-01	1.163283456100000e-02
1.777100264990000e-01	1.161468308400000e-02
1.794031262390000e-01	1.159943267700000e-02
1.810956299290000e-01	1.158451754600000e-02
1.827875226690000e-01	1.156754046700000e-02
1.844788342690000e-01	1.154630538100000e-02
1.861695796290000e-01	1.151884626600000e-02
1.878596991290000e-01	1.148344855800000e-02
1.895492821890000e-01	1.143866777400000e-02
1.912382394090000e-01	1.138333790000000e-02
1.929266303790000e-01	1.131657976700000e-02
1.946144550990000e-01	1.123779639600000e-02
1.963016837790000e-01	1.114666927600000e-02
1.979883760190000e-01	1.104315184100000e-02
1.996744722090000e-01	1.092744618700000e-02
2.013600319590000e-01	1.079999469200000e-02
2.030450552690000e-01	1.066145300900000e-02
2.047295123290000e-01	1.051266677700000e-02
2.064134329590000e-01	1.035464741300000e-02
2.080968469390000e-01	1.018854603200000e-02
2.097797244790000e-01	1.001562178100000e-02
2.114620953790000e-01	9.837214835000000e-03
2.131439894390000e-01	9.654721245200001e-03
2.148253768690000e-01	9.469562210100001e-03
2.165062874590000e-01	9.283155202900000e-03
2.181867212090000e-01	9.096896275899999e-03
2.198667079190000e-01	8.912128396300000e-03
2.215462177990000e-01	8.730125613500001e-03
2.232253104490000e-01	8.552073501100000e-03
2.249039560590000e-01	8.379048667799999e-03
2.265821844290000e-01	8.212011307499999e-03
2.282599955790000e-01	8.051787503100000e-03
2.299373894890000e-01	7.899065502000001e-03
2.316143959790000e-01	7.754389662300000e-03
2.332909852290000e-01	7.618156261700000e-03
2.349672168490000e-01	7.490615360400000e-03
2.366430610390000e-01	7.371871732200000e-03
2.383185178090000e-01	7.261891849300000e-03
2.399936467390000e-01	7.160509936500000e-03
2.416683882490000e-01	7.067436818000000e-03
2.433427721290000e-01	6.982272490900000e-03
2.450167983790000e-01	6.904517300400000e-03
2.466904669990000e-01	6.833586376200000e-03
2.483638077990000e-01	6.768822204300000e-03
2.500368207690000e-01	6.709513254500000e-03
2.517094761090000e-01	6.654905621000000e-03
2.533817738290000e-01	6.604219786800000e-03
2.550537735190000e-01	6.556665990500000e-03
2.567254155890000e-01	6.511458195700000e-03
2.583967596290000e-01	6.467827130100000e-03
2.600677460390000e-01	6.425034254800000e-03
2.617384344290000e-01	6.382381543500000e-03
2.634087949990000e-01	6.339223124100000e-03
2.650788277390000e-01	6.294973194600000e-03
2.667485624590000e-01	6.249113008400000e-03
2.684179395390000e-01	6.201196927600000e-03
2.700870484090000e-01	6.150856614100000e-03
2.717558294490000e-01	6.097802426700000e-03
2.734243124690000e-01	6.041825749000000e-03
2.750924676690000e-01	5.982797127200000e-03
2.767603546390000e-01	5.920665804300000e-03
2.784279137890000e-01	5.855454597600000e-03
2.800952047090000e-01	5.787257570800000e-03
2.817621678090000e-01	5.716232117300000e-03
2.834288626890000e-01	5.642595700900000e-03
2.850952893490000e-01	5.566616077000000e-03
2.867614179890000e-01	5.488606169800000e-03
2.884272783990000e-01	5.408914294100000e-03
2.900928705890000e-01	5.327916704100000e-03
2.917581945690000e-01	5.246009212000000e-03
2.934232503190000e-01	5.163599737000000e-03
2.950880378490000e-01	5.081098992400000e-03
2.967525869590000e-01	4.998913966100000e-03
2.984168678490000e-01	4.917440004600000e-03
3.000809103290000e-01	4.837055690600000e-03
3.017447143790000e-01	4.758113529500000e-03
3.034082800190000e-01	4.680938553100000e-03
3.050716072290000e-01	4.605820868200000e-03
3.067346960290000e-01	4.533014260200000e-03
3.083975464090000e-01	4.462731070800000e-03
3.100601881790000e-01	4.395141731900000e-03
3.117226213190000e-01	4.330373834800000e-03
3.133848160490000e-01	4.268509335800000e-03
3.150468319690000e-01	4.209588747500000e-03
3.167086094590000e-01	4.153608810200000e-03
3.183701783390000e-01	4.100527614400000e-03
3.200315386090000e-01	4.050263669300000e-03
3.216926902490000e-01	4.002701956800000e-03
3.233536630890000e-01	3.957695327700000e-03
3.250144273090000e-01	3.915071021800000e-03
3.266749829090000e-01	3.874631365800000e-03
3.283353596890000e-01	3.836160991300000e-03
3.299955576690000e-01	3.799430560300000e-03
3.316555470190000e-01	3.764200955600000e-03
