time	vel
0.000000000000000e+00	0.000000000000000e+00
1.801714301000002e-03	1.440032268900000e-03
3.603350371000000e-03	4.907383117800000e-03
5.404718220000000e-03	1.020582672200000e-02
7.205531001000000e-03	1.703373156500000e-02
9.005419910000000e-03	2.501149661800000e-02
1.080394908800000e-02	3.371754288700000e-02
1.260064914800000e-02	4.272614046900000e-02
1.439503207800000e-02	5.164086446200000e-02
1.618661731500000e-02	6.011960282900000e-02
1.797495409900000e-02	6.788960099200000e-02
1.975962519700000e-02	7.475297153000000e-02
2.154026925600000e-02	8.058450371000001e-02
2.331658452800000e-02	8.532424271100000e-02
2.508832514300000e-02	8.896694332400000e-02
2.685530856300000e-02	9.155046194800000e-02
2.861741185200000e-02	9.314437955600000e-02
3.037455678000000e-02	9.383986145300000e-02
3.212673217100000e-02	9.374102950099999e-02
3.387394547500001e-02	9.295815229399999e-02
3.561625629700000e-02	9.160241484600000e-02
3.735375404400001e-02	8.978217840200001e-02
3.908654302400000e-02	8.760031312700001e-02
4.081474989700001e-02	8.515251427900000e-02
4.253851622400000e-02	8.252619952000000e-02
4.425799101600000e-02	7.979991287000000e-02
4.597332328600000e-02	7.704295218000000e-02
4.768466204400001e-02	7.431532442600000e-02
4.939217120400000e-02	7.166770845700000e-02
5.109598487600000e-02	6.914156675300000e-02
5.279623717099999e-02	6.676939874899999e-02
5.449306964900000e-02	6.457497924600000e-02
5.618659406900000e-02	6.257375329700000e-02
5.787692219000001e-02	6.077335402400000e-02
5.956414341899999e-02	5.917419120700000e-02
6.124836206500000e-02	5.777016282100000e-02
6.292963772999999e-02	5.654951185000000e-02
6.460804492300001e-02	5.549570545600000e-02
6.628363579499999e-02	5.458845198200000e-02
6.795647740399999e-02	5.380469188100000e-02
6.962659210000000e-02	5.311962217100000e-02
7.129403203300000e-02	5.250769108500000e-02
7.295883447300000e-02	5.194350332000000e-02
7.462102174300000e-02	5.140265077400000e-02
7.628063857299999e-02	5.086243152600000e-02
7.793769985300000e-02	5.030241981100000e-02
7.959225028299999e-02	4.970492795100000e-02
8.124431222299999e-02	4.905530810400000e-02
8.289393037300000e-02	4.834212735300000e-02
8.454114943300001e-02	4.755724594000000e-02
8.618599921299999e-02	4.669576138300000e-02
8.782852441300001e-02	4.575586691500000e-02
8.946879208300001e-02	4.473866522300000e-02
9.110683948300000e-02	4.364787042100000e-02
9.274272620300000e-02	4.248953610700000e-02
9.437651932300001e-02	4.127168655400000e-02
9.600827843300000e-02	4.000398516700000e-02
9.763806313300000e-02	3.869736567100000e-02
9.926595539299998e-02	3.736367449200000e-02
1.008919999030000e-01	3.601532429500000e-02
1.025162860730000e-01	3.466494754000000e-02
1.041388586130000e-01	3.332508727900000e-02
1.057598069330000e-01	3.200789168500000e-02
1.073792055230000e-01	3.072484955200000e-02
1.089970842030000e-01	2.948652952900000e-02
1.106135174630000e-01	2.830238454000000e-02
1.122285798230000e-01	2.718055248300000e-02
1.138423308730000e-01	2.612772025200000e-02
1.154547855230000e-01	2.514901571000000e-02
1.170660331830000e-01	2.424793317900000e-02
1.186760887530000e-01	2.342631667900000e-02
1.202850118330000e-01	2.268437109900000e-02
1.218928471230000e-01	2.202071435700000e-02
1.234995946330000e-01	2.143248543100000e-02
1.251053139530000e-01	2.091546356700000e-02
1.267100051030000e-01	2.046424336700000e-02
1.283137276730000e-01	2.007241733400000e-02
1.299164667730000e-01	1.973279565600000e-02
1.315182521930000e-01	1.943762041600000e-02
1.331190839430000e-01	1.917880401000000e-02
1.347190067130000e-01	1.894815824900000e-02
1.363180056230000e-01	1.873760670400000e-02
1.379161104530000e-01	1.853939704600000e-02
1.395133212230000e-01	1.834628172200000e-02
1.411096379130000e-01	1.815168187000000e-02
1.427050754430000e-01	1.794981211400000e-02
1.442996636030000e-01	1.773578301100000e-02
1.458933874930000e-01	1.750567369200000e-02
1.474862769230000e-01	1.725656166700000e-02
1.490783318830000e-01	1.698653586200000e-02
1.506695672830000e-01	1.669467799400000e-02
1.522600129230000e-01	1.638100482500000e-02
1.538496688030000e-01	1.604641601400000e-02
1.554385498130000e-01	1.569258794200000e-02
1.570266857730000e-01	1.532189268600000e-02
1.586140766730000e-01	1.493726298200000e-02
1.602007523230000e-01	1.454208884400000e-02
1.617867425130000e-01	1.414008066100000e-02
1.633720472430000e-01	1.373515091800000e-02
1.649566963330000e-01	1.333128381500000e-02
1.665407046630000e-01	1.293242257100000e-02
1.681241020530000e-01	1.254235580600000e-02
1.697069034030000e-01	1.216461788900000e-02
1.712891086930000e-01	1.180240046200000e-02
1.728707626430000e-01	1.145848073100000e-02
1.744518652530000e-01	1.113515626600000e-02
1.760324314230000e-01	1.083420496400000e-02
1.776124909530000e-01	1.055685523900000e-02
1.791920438430000e-01	1.030377671100000e-02
1.807711049930000e-01	1.007508207100000e-02
1.823496893030000e-01	9.870349429500000e-03
1.839277967830000e-01	9.688652120500000e-03
1.855054423230000e-01	9.528608061400001e-03
1.870826408230000e-01	9.388434700700001e-03
1.886593922930000e-01	9.266017004800000e-03
1.902356967330000e-01	9.158974513400000e-03
1.918115690330000e-01	9.064743295300000e-03
1.933870092030000e-01	8.980647660799999e-03
1.949620172430000e-01	8.903983049100001e-03
1.965366080430000e-01	8.832084015000000e-03
1.981107816130000e-01	8.762397803399999e-03
1.996845379430000e-01	8.692546747600000e-03
2.012578770530000e-01	8.620377630000000e-03
2.028308138230000e-01	8.544012904200000e-03
2.044033333630000e-01	8.461884222900000e-03
2.059754505730000e-01	8.372752927200000e-03
2.075471803530000e-01	8.275730535400001e-03
2.091185227030000e-01	8.170275948900000e-03
2.106894627230000e-01	8.056195452799999e-03
2.122600302130000e-01	7.933622226099999e-03
2.138302251730000e-01	7.802997250100000e-03
2.154000476030000e-01	7.665033917900000e-03
2.169694975030000e-01	7.520687766400000e-03
2.185386046730000e-01	7.371109444600000e-03
2.201073542230000e-01	7.217606529600000e-03
2.216757610430000e-01	7.061593700200000e-03
2.232438400430000e-01	6.904547102700000e-03
2.248115912130000e-01	6.747961510000000e-03
2.263790145530000e-01	6.593302823600000e-03
2.279461100730000e-01	6.441971752800000e-03
2.295129373630000e-01	6.295262370300000e-03
2.310794666430000e-01	6.154334638300000e-03
2.326456680930000e-01	6.020185072000000e-03
2.342116311230000e-01	5.893626250300000e-03
2.357772663230000e-01	5.775271914900000e-03
2.373426631130000e-01	5.665529519300000e-03
2.389077916730000e-01	5.564596504000000e-03
2.404726520230000e-01	5.472463555600000e-03
2.420372441430000e-01	5.388924852000000e-03
2.436015978430000e-01	5.313591100300000e-03
2.451656833330000e-01	5.245908163500000e-03
2.467295303930000e-01	5.185179878000000e-03
2.482931390430000e-01	5.130593199300000e-03
2.498564794630000e-01	5.081244278700000e-03
2.514196112730000e-01	5.036168731700000e-03
2.529825046630000e-01	4.994370043300000e-03
2.545451298330000e-01	4.954845644500000e-03
2.561075463930000e-01	4.916618578100000e-03
2.576697245230000e-01	4.878758452800000e-03
2.592316940430000e-01	4.840405657900000e-03
2.607933953430000e-01	4.800792783500000e-03
2.623549178230000e-01	4.759256728000000e-03
2.639161720830000e-01	4.715254530300000e-03
2.654772177330000e-01	4.668370354900000e-03
2.670380547630000e-01	4.618320148400000e-03
2.685986831830000e-01	4.564951174000000e-03
2.701590731730000e-01	4.508242011100000e-03
2.717192545530000e-01	4.448292311300000e-03
2.732792273130000e-01	4.385316278800000e-03
2.748389914630000e-01	4.319628235000000e-03
2.763985767930000e-01	4.251630511100000e-03
2.779579237130000e-01	4.181796219200000e-03
2.795170918130000e-01	4.110651556400000e-03
2.810760810930000e-01	4.038759972900000e-03
2.826348617630000e-01	3.966702148300000e-03
2.841934636230000e-01	3.895060624900000e-03
2.857518866630000e-01	3.824401414000000e-03
2.873101010930000e-01	3.755259560400000e-03
2.888681665030000e-01	3.688125638300000e-03
2.904260531030000e-01	3.623432712600000e-03
2.919837608930000e-01	3.561547957400000e-03
2.935413196730000e-01	3.502764273400000e-03
2.950986996330000e-01	3.447295865000000e-03
2.966559305830000e-01	3.395275212800000e-03
2.982129827130000e-01	3.346753073900000e-03
2.997698858430000e-01	3.301700577100000e-03
3.013266399530000e-01	3.260013181700000e-03
3.028832450530000e-01	3.221517195900000e-03
3.044397011430000e-01	3.185976762300000e-03
3.059959784130000e-01	3.153104102200000e-03
3.075521364830000e-01	3.122567664800000e-03
3.091081455330000e-01	3.094005631300000e-03
3.106639757730000e-01	3.067034762400000e-03
3.122196868030000e-01	3.041262738400000e-03
3.137752786330000e-01	3.016299335300000e-03
3.153306916330000e-01	2.991765970400000e-03
3.168859854330000e-01	2.967305947100000e-03
