time	vel
1.863119900300000e-01	6.159376818700000e-03
1.880620122000000e-01	6.175880786000000e-03
1.898117065500000e-01	6.198063492800000e-03
1.915610730700000e-01	6.224544718900000e-03
1.933101117600000e-01	6.253949366500000e-03
1.950588226300000e-01	6.284929346300000e-03
1.968072056800000e-01	6.316182669300000e-03
1.985552311000000e-01	6.346472539000000e-03
2.003029286900000e-01	6.374645046900000e-03
2.020502984600000e-01	6.399639416500000e-03
2.037973404000000e-01	6.420503836100000e-03
2.055440247100000e-01	6.436402909500000e-03
2.072903812000000e-01	6.446625571700000e-03
2.090364098600000e-01	6.450589280600000e-03
2.107820808900000e-01	6.447842810300000e-03
2.125274241000000e-01	6.438067648600000e-03
2.142724096800000e-01	6.421074271200000e-03
2.160170674400000e-01	6.396799814000000e-03
2.177613973600000e-01	6.365302484500000e-03
2.195053696700000e-01	6.326753180500000e-03
2.212490439400000e-01	6.281429436100000e-03
2.229923605900000e-01	6.229703314600000e-03
2.247353494200000e-01	6.172032095500000e-03
2.264780104200000e-01	6.108946632600000e-03
2.282203734000000e-01	6.041039247100000e-03
2.299624085500000e-01	5.968950688800000e-03
2.317041158700000e-01	5.893360357700000e-03
2.334455251700000e-01	5.814970471000000e-03
2.351866364500000e-01	5.734496749900000e-03
2.369274199000000e-01	5.652654916000000e-03
2.386679351400000e-01	5.570151377500000e-03
2.404081523400000e-01	5.487670656300000e-03
2.421480715300000e-01	5.405867938000000e-03
2.438877225000000e-01	5.325358826700000e-03
2.456270754400000e-01	5.246713291900000e-03
2.473661601600000e-01	5.170446820600000e-03
2.491049766600000e-01	5.097018554800000e-03
2.508435249400000e-01	5.026822909700000e-03
2.525818049900000e-01	4.960190039100000e-03
2.543198168300000e-01	4.897381644700000e-03
2.560575902500000e-01	4.838592372800000e-03
2.577950954500000e-01	4.783947020800000e-03
2.595323622300000e-01	4.733504727500000e-03
2.612693607800000e-01	4.687259905000000e-03
2.630061209200000e-01	4.645146429500000e-03
2.647426426400000e-01	4.607039969400000e-03
2.664789259500000e-01	4.572763573400000e-03
2.682149708300000e-01	4.542094655300000e-03
2.699507773000000e-01	4.514766857000000e-03
2.716863453400000e-01	4.490480758200000e-03
2.734216749700000e-01	4.468905739500000e-03
2.751567661800000e-01	4.449690226500000e-03
2.768916487700000e-01	4.432466346800000e-03
2.786262631400000e-01	4.416856914800000e-03
