time	force
0.000000000000000e+00	1.739796066300000e+01
2.003916306400000e-03	1.739796066300000e+01
4.007832612800000e-03	1.739796066300000e+01
6.011748686400000e-03	1.739796066300000e+01
8.015665225700000e-03	1.739796066300000e+01
1.001958083400000e-02	1.739796066300000e+01
1.202349737300000e-02	1.739796066300000e+01
1.402741391200000e-02	1.739796066300000e+01
1.603133045100000e-02	1.739796066300000e+01
1.803524605900000e-02	1.739796066300000e+01
2.003916166700000e-02	1.739796066300000e+01
2.204307913800000e-02	1.739796066300000e+01
2.404699474600000e-02	1.739796066300000e+01
2.605091035400000e-02	1.739796066300000e+01
2.805482782400000e-02	1.739796066300000e+01
3.005874343200000e-02	1.739796066300000e+01
3.206266090300000e-02	1.739796066300000e+01
3.406657651100000e-02	1.739796066300000e+01
3.607049211900000e-02	1.739796066300000e+01
3.807440772700000e-02	1.739796066300000e+01
4.007832333400000e-02	1.739796066300000e+01
4.208223894200000e-02	1.739796066300000e+01
4.408615827600000e-02	1.739796066300000e+01
4.609007388400000e-02	1.739796066300000e+01
4.809398949100000e-02	1.739796066300000e+01
5.009790509900000e-02	1.739796066300000e+01
5.210182070700000e-02	1.739796066300000e+01
5.410574004100000e-02	1.739796066300000e+01
5.610965564800000e-02	1.739796066300000e+01
5.811357125600000e-02	1.739796066300000e+01
6.011748686400000e-02	1.739796066300000e+01
6.212140247200000e-02	1.739796066300000e+01
6.412532180500000e-02	1.739796066300000e+01
6.612923741300000e-02	1.739796066300000e+01
6.813315302100000e-02	1.739796066300000e+01
7.013706862900000e-02	1.739796066300000e+01
7.214098423699999e-02	1.739796066300000e+01
7.414489984500000e-02	1.739796066300000e+01
7.614881545299999e-02	1.739796066300000e+01
7.815273106100000e-02	1.739796066300000e+01
8.015664666900001e-02	1.739796066300000e+01
8.216056227700000e-02	1.739796066300000e+01
8.416447788500001e-02	1.739796066300000e+01
8.616840094300000e-02	1.739796066300000e+01
8.817231655100000e-02	1.739796066300000e+01
9.017623215900000e-02	1.739796066300000e+01
9.218014776700000e-02	1.743869972200000e+01
9.418406337500000e-02	1.752942657500000e+01
9.618797898299999e-02	1.765064048800000e+01
9.819189459100000e-02	1.779491996800000e+01
1.001958102000000e-01	1.796100807200000e+01
1.021997258100000e-01	1.814885139500000e+01
1.042036414100000e-01	1.835851097100000e+01
1.062075644700000e-01	1.858857345600000e+01
1.082114800800000e-01	1.882290840100000e+01
1.102153956900000e-01	1.906070518500000e+01
1.122193113000000e-01	1.930096626300000e+01
1.142232269000000e-01	1.954275512700000e+01
1.162271425100000e-01	1.978523826600000e+01
1.182310581200000e-01	2.002770614600000e+01
1.202349737300000e-01	2.026954078700000e+01
1.222388893400000e-01	2.051021575900000e+01
1.242428049400000e-01	2.074927711500000e+01
1.262467205500000e-01	2.098633384700000e+01
1.282506436100000e-01	2.122104454000000e+01
1.302545517700000e-01	2.145311927800000e+01
1.322584748300000e-01	2.168231010400000e+01
1.342623829800000e-01	2.190840339700000e+01
1.362663060400000e-01	2.213122177100000e+01
1.382702142000000e-01	2.235061264000000e+01
1.402741372600000e-01	2.256645393400000e+01
1.422780454200000e-01	2.277864837600000e+01
1.442819684700000e-01	2.298711395300000e+01
1.462858766300000e-01	2.319179344200000e+01
